CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp,Timestamp_real
-346.932485,-420.8738503,-567.4711309,-558.6071328,-328.6675783,-582.1972287,-659.873981,-521.7734874,3502,0,886,-5678,-15673,-92,172,63,537463,500,57:17.3,57:17.274
-317.5375081,-399.352315,-534.443073,-509.5115442,-394.3590188,-624.9728344,-618.0600123,-444.7071885,3502,0,886,-5678,-15673,-92,172,63,537464,500,57:17.3,57:17.274
-161.4931992,-217.9627199,-299.4315387,-288.2704656,-248.6637719,-436.1093944,-504.6532247,-287.5414172,3502,0,886,-5678,-15673,-92,172,63,537465,500,57:17.3,57:17.274
-399.2902713,-471.0798303,-499.1368314,-533.2082578,-458.5876474,-682.4653391,-836.9464466,-611.7502119,3502,0,886,-5686,-15707,65,98,63,537466,500,57:17.3,57:17.274
-456.6411508,-538.7316427,-556.737373,-602.2170928,-493.4338129,-771.1646029,-847.9793379,-678.4212668,3502,0,886,-5686,-15707,65,98,63,537467,500,57:17.3,57:17.274
-85.23427586,-163.7712567,-175.7243914,-234.1273135,-39.80713361,-360.810681,-423.5287875,-243.4939324,3502,0,886,-5686,-15707,65,98,63,537468,500,57:17.3,57:17.274
21.39946227,-76.59062961,-68.18656277,-140.5516438,3.136855916,-293.3823095,-332.2294095,-119.278333,3502,0,886,-5686,-15707,65,98,63,537469,500,57:17.3,57:17.274
-122.4045369,-223.1639667,-199.0524869,-232.2894773,-353.8715426,-541.0598295,-341.6099434,-256.8037223,3502,0,886,-5686,-15707,65,98,63,537470,500,57:17.3,57:17.274
-156.9326045,-258.740581,-258.464564,-235.8401531,-350.3626558,-547.6102126,-167.2168168,-184.0129303,3502,0,886,-5686,-15707,65,98,63,537471,500,57:17.3,57:17.274
-52.55449799,-172.9658924,-176.8580246,-178.1779819,-204.0213137,-350.677201,33.03294504,-56.13841146,3502,0,886,-5686,-15707,65,98,63,537472,500,57:17.3,57:17.274
-175.6863751,-286.0072726,-231.2543939,-242.2439067,-277.1482716,-400.6111618,-363.0254764,-319.4078135,3502,0,886,-5686,-15707,65,98,63,537473,500,57:17.3,57:17.274
-161.2783501,-233.0028049,-180.9337415,-219.3266098,-267.3679573,-468.9176814,-470.580345,-343.6843231,3502,0,886,-5686,-15707,65,98,63,537474,500,57:17.3,57:17.274
-201.5956563,-272.6600333,-252.5290431,-347.3324182,-384.7931493,-529.03412,-325.6555544,-317.306631,3502,0,886,-5686,-15707,65,98,63,537475,500,57:17.3,57:17.274
-322.0021574,-376.1994881,-355.4708158,-423.6007246,-425.2371051,-574.3228373,-573.5202241,-488.8350523,3502,0,885,-5702,-15707,63,98,61,537476,500,57:17.3,57:17.274
-121.9205122,-154.6253936,-222.3384558,-143.0519203,-122.1178255,-369.1355674,-339.4433864,-243.6610893,3502,0,885,-5702,-15707,63,98,61,537477,500,57:17.3,57:17.274
65.61009933,43.14568469,95.20738546,122.1166672,-34.83158509,-116.7843023,-109.2737746,-25.81131959,3502,0,885,-5702,-15707,63,98,61,537478,500,57:17.3,57:17.274
-100.4545114,-146.7691168,-87.01537047,-180.6812529,-472.8606005,-375.3283187,-276.4026456,-224.9926449,3502,0,885,-5702,-15707,63,98,61,537479,500,57:17.3,57:17.274
-17.95442947,-52.03062397,42.31341856,-158.0077415,-462.4905738,-359.7950637,-323.0095525,-175.5671564,3502,0,885,-5702,-15707,63,98,61,537480,500,57:17.3,57:17.274
-38.14536453,-53.14973685,19.87377721,-231.7601519,-366.8390752,-377.6858577,-252.4966862,-153.8943971,3502,0,885,-5702,-15707,63,98,61,537481,500,57:17.3,57:17.275
-168.6740242,-199.0941927,-89.65911635,-290.4104297,-322.6843233,-418.0272435,-314.3945419,-266.4049072,3502,0,885,-5702,-15707,63,98,61,537482,500,57:17.3,57:17.276
-181.3544226,-220.3694253,-83.54386984,-256.0555763,-202.5676199,-344.7114129,-392.6344787,-303.9238433,3502,0,885,-5702,-15707,63,98,61,537483,500,57:17.3,57:17.276
-248.9241877,-264.0743036,-101.3785222,-212.7470595,-207.5862226,-366.8221653,-243.1612085,-231.9394176,3502,0,885,-5702,-15707,63,98,61,537484,500,57:17.3,57:17.276
-206.566019,-184.287926,7.124080742,-82.87593886,-161.5562164,-219.7094873,-10.95055417,-86.55544964,3502,0,885,-5702,-15707,63,98,61,537485,500,57:17.3,57:17.276
-122.5499871,-95.83348607,106.8027521,148.3100012,-0.749494844,-229.3039438,-46.86429668,-101.1670509,3502,0,876,-5695,-15647,-75,148,52,537486,500,57:17.3,57:17.276
146.787404,152.9452561,297.635384,318.4526556,312.4218158,-112.6337009,171.9881056,135.913225,3502,0,876,-5695,-15647,-75,148,52,537487,500,57:17.3,57:17.277
279.4091225,252.5311277,368.9690996,260.1752383,343.6654247,8.342156485,366.9727339,279.1447664,3502,0,876,-5695,-15647,-75,148,52,537488,500,57:17.3,57:17.277
166.5919034,159.6594381,286.2153339,338.5992447,191.5406246,-179.6377448,55.23855692,68.54696032,3502,0,876,-5695,-15647,-75,148,52,537489,500,57:17.3,57:17.277
205.6139383,161.4058388,221.4623448,116.2008318,-89.74497662,-275.8695369,149.7273455,128.0834939,3502,0,876,-5695,-15647,-75,148,52,537490,500,57:17.3,57:17.277
181.8752933,135.9109886,213.5627179,88.40452696,-88.93453242,-228.5405745,161.0717206,131.9260803,3502,0,876,-5695,-15647,-75,148,52,537491,500,57:17.3,57:17.277
296.2555899,269.6726058,401.9124247,359.1295669,-13.59777725,-62.41142663,206.9848539,184.8083918,3502,0,876,-5695,-15647,-75,148,52,537492,500,57:17.3,57:17.277
393.8179415,354.3395323,483.8411665,389.5487003,175.3133223,59.30512432,128.9736702,195.2405364,3502,0,876,-5695,-15647,-75,148,52,537493,500,57:17.3,57:17.278
180.186742,128.2863427,240.3371678,56.42603539,76.7574226,-96.18108607,-29.22947423,3.998690289,3502,0,876,-5695,-15647,-75,148,52,537494,500,57:17.3,57:17.278
254.2212969,218.5745127,264.7870613,209.1990588,398.7901242,67.60056734,192.6826858,179.2254305,3502,0,876,-5695,-15647,-75,148,52,537495,500,57:17.3,57:17.278
269.4082095,252.4446596,270.5162685,404.510227,490.1098266,115.7613284,356.2928747,239.4874579,3502,0,862,-5673,-15581,-221,215,54,537496,500,57:17.3,57:17.278
318.6426668,306.1820853,278.8425153,320.1277627,374.6418427,65.79975156,735.9551661,410.1242947,3502,0,862,-5673,-15581,-221,215,54,537497,500,57:17.3,57:17.279
620.2807738,656.7002665,623.6314403,639.0621799,803.2790422,565.6802248,884.3438086,757.2807325,3502,0,862,-5673,-15581,-221,215,54,537498,500,57:17.3,57:17.279
547.9619726,660.1658652,663.5128055,755.3607034,847.5731193,557.3753509,557.6554095,586.2542519,3502,0,862,-5673,-15581,-221,215,54,537499,500,57:17.3,57:17.279
758.9112007,917.7829408,879.7795911,925.2940592,977.7699543,787.9254233,575.1673864,761.7556012,3502,0,862,-5673,-15581,-221,215,54,537500,500,57:17.3,57:17.279
674.5871639,767.6432523,703.4865324,612.1164624,611.9777464,522.1077609,555.9646807,662.4725778,3502,0,862,-5673,-15581,-221,215,54,537501,500,57:17.3,57:17.280
585.8898345,670.5925056,497.1506504,467.9406557,382.9259457,343.8545385,570.0329667,601.6703735,3502,0,862,-5673,-15581,-221,215,54,537502,500,57:17.3,57:17.280
549.9692862,659.9191957,586.3370288,547.2782244,504.6996415,408.9193826,624.0501693,619.2944122,3502,0,862,-5673,-15581,-221,215,54,537503,500,57:17.3,57:17.280
397.699926,508.7112389,480.9078204,550.0586765,681.6713958,274.3627176,329.2743,411.479702,3502,0,862,-5673,-15581,-221,215,54,537504,500,57:17.3,57:17.280
