CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp,Timestamp_real
1465.927427,2011.703075,1262.625118,1644.276992,1804.134999,6427.440002,355.5619937,841.6244192,3524,0,15134,-4946,-4363,-391,71,-25,287650,500,48:57.9,48:57.916
1324.33915,1835.546943,920.8527538,1247.569241,1526.402875,6506.101617,349.8895132,580.2123233,3524,0,15134,-4946,-4363,-391,71,-25,287651,500,48:57.9,48:57.916
1170.184377,1696.378004,663.823582,1058.603285,1478.955745,6142.49324,412.0710966,404.4732316,3524,0,15134,-4946,-4363,-391,71,-25,287652,500,48:57.9,48:57.916
1247.489911,1774.854332,547.3548656,958.648836,1533.669521,6095.118019,487.3588671,596.4528848,3524,0,15134,-4946,-4363,-391,71,-25,287653,500,48:57.9,48:57.916
1311.119862,1834.935026,456.5042081,888.9369044,1456.091758,5471.591296,502.8614782,692.4929126,3524,0,15134,-4946,-4363,-391,71,-25,287654,500,48:57.9,48:57.916
1294.305598,1854.682806,410.8524734,816.1887329,1334.070908,4540.673261,546.8176505,813.9149877,3524,0,15134,-4946,-4363,-391,71,-25,287655,500,48:57.9,48:57.916
1219.346185,1736.82333,331.3750163,622.9058039,1104.332864,3584.906016,606.525316,737.7129907,3524,0,15171,-4968,-4416,-456,15,-17,287656,500,48:57.9,48:57.916
1295.835853,1775.085923,420.5651228,824.494364,1255.603711,2832.543712,688.9209372,729.236306,3524,0,15171,-4968,-4416,-456,15,-17,287657,500,48:57.9,48:57.916
1417.560737,1878.74743,541.0145267,1030.922495,1461.187467,2996.633049,772.8233204,848.0402047,3524,0,15171,-4968,-4416,-456,15,-17,287658,500,48:57.9,48:57.917
1295.291512,1755.972552,468.6738628,1032.019214,1487.521828,2564.30336,604.2584886,876.9613001,3524,0,15171,-4968,-4416,-456,15,-17,287659,500,48:57.9,48:57.917
1452.030279,1893.379925,662.7697344,1361.82943,1797.316374,2020.251631,650.7773235,1284.896835,3524,0,15171,-4968,-4416,-456,15,-17,287660,500,48:57.9,48:57.917
1183.549112,1577.489974,457.3023675,891.2355465,1266.45839,1749.403587,604.3770553,956.574625,3524,0,15171,-4968,-4416,-456,15,-17,287661,500,48:57.9,48:57.917
1051.089564,1503.454202,528.1055826,992.3262269,1223.890485,2065.456059,598.783202,855.4301323,3524,0,15171,-4968,-4416,-456,15,-17,287662,500,48:57.9,48:57.917
1130.30486,1639.541814,833.84759,1162.03182,1450.450773,2408.91989,558.6649369,1007.266437,3524,0,15171,-4968,-4416,-456,15,-17,287663,500,48:57.9,48:57.917
1221.856952,1763.092092,1073.551196,1171.083026,1570.669316,2664.585226,506.2214323,1051.54843,3524,0,15171,-4968,-4416,-456,15,-17,287664,500,48:57.9,48:57.917
1118.428444,1663.899047,1003.860685,817.1839109,1358.640231,3263.236607,480.9251259,1003.410669,3524,0,15171,-4968,-4416,-456,15,-17,287665,500,48:57.9,48:57.917
1082.934853,1640.014074,977.7162754,467.4038378,1037.788821,3128.739086,482.8614267,1027.159162,3524,0,15172,-5001,-4469,-391,71,-20,287666,500,48:57.9,48:57.917
1185.838073,1777.203532,1226.166712,633.62231,1180.218977,2934.769907,537.8975103,1152.014834,3524,0,15172,-5001,-4469,-391,71,-20,287667,500,48:57.9,48:57.917
1199.383421,1780.217813,1357.241319,468.021334,939.428023,4155.635756,594.3774921,1036.221325,3524,0,15172,-5001,-4469,-391,71,-20,287668,500,48:57.9,48:57.917
