CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp,Timestamp_real
-178.51544,-134.9080739,-255.7824003,-306.4016986,-195.2384689,-197.6573412,-142.9534316,-164.4072506,3384,0,493,-11329,-12288,-104,142,72,1037174,500,51:45.0,51:45.007
-122.8688773,-96.27595402,-236.7402289,-242.6711632,-183.2565156,-221.6663429,-103.2061077,-128.3010493,3384,0,493,-11329,-12288,-104,142,72,1037175,500,51:45.0,51:45.007
-253.0125459,-233.7015214,-354.3745087,-314.3705321,-315.1138736,-307.9504406,-205.7807981,-227.262043,3384,0,533,-11321,-12285,-111,186,88,1037176,500,51:45.0,51:45.007
-109.1154258,-121.7744582,-325.4531348,-299.5051783,-211.5401036,-249.4951441,-92.73444912,-60.9548601,3384,0,533,-11321,-12285,-111,186,88,1037177,500,51:45.0,51:45.007
41.71643141,14.73897958,-237.7656876,-322.763956,-35.80716506,-135.8881419,-5.693098555,61.20947939,3384,0,533,-11321,-12285,-111,186,88,1037178,500,51:45.0,51:45.007
-69.02800261,-70.04254039,-176.1535494,-244.1043643,-101.333951,-165.3472816,-129.1699711,-76.8120138,3384,0,533,-11321,-12285,-111,186,88,1037179,500,51:45.0,51:45.007
-180.085172,-131.4256179,-144.0247134,-33.75566218,-238.1095142,-270.0363262,-232.2437539,-221.2892226,3384,0,533,-11321,-12285,-111,186,88,1037180,500,51:45.0,51:45.007
-197.6860129,-176.4052782,-149.317994,53.90528922,-311.7593911,-226.2315159,-260.3445607,-242.9014979,3384,0,533,-11321,-12285,-111,186,88,1037181,500,51:45.0,51:45.007
-175.8975138,-148.8656158,-74.37518048,183.0389417,-265.7845948,-289.8175694,-261.0895564,-236.8178548,3384,0,533,-11321,-12285,-111,186,88,1037182,500,51:45.0,51:45.007
-201.9636612,-219.55832,-278.4534745,-242.5754991,-300.3656425,-404.7677137,-249.9620168,-249.4761202,3384,0,533,-11321,-12285,-111,186,88,1037183,500,51:45.0,51:45.007
