CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp,Timestamp_real
-123.5123052,142.6704806,383.3413921,945.135387,-19.52953416,25.47289092,58.38739586,-3554.330838,3379,0,539,-11914,-11798,-33,179,94,1075474,500,53:01.6,53:01.567
-68.24488627,87.33872351,74.09962011,265.6902773,117.4569948,202.1917767,144.9612977,-3443.985741,3379,0,539,-11914,-11798,-33,179,94,1075475,500,53:01.6,53:01.567
-117.7474635,-23.8660638,-312.0487598,-620.3677323,87.29790368,162.1411979,141.4308671,-3435.070495,3379,0,545,-11900,-11814,3,204,111,1075476,500,53:01.6,53:01.567
-339.1000124,-139.6739504,-191.3086885,-147.5251116,-61.50345554,-30.95435455,-59.54950296,-3645.402913,3379,0,545,-11900,-11814,3,204,111,1075477,500,53:01.6,53:01.567
-158.0855016,117.9268418,187.2192737,275.3118142,109.3741658,92.78956721,95.37786809,-3451.904585,3379,0,545,-11900,-11814,3,204,111,1075478,500,53:01.6,53:01.567
-251.4195269,-45.10904425,-317.4449412,-379.9237462,16.76139059,12.70190568,25.2006194,-3527.752222,3379,0,545,-11900,-11814,3,204,111,1075479,500,53:01.6,53:01.567
-308.5809565,-71.77962037,-288.1285911,-254.8544027,10.27642247,-23.62617135,18.30714892,-3551.968452,3379,0,545,-11900,-11814,3,204,111,1075480,500,53:01.6,53:01.567
-330.293971,-52.66111641,-319.6909383,-310.8213286,4.707064028,-4.422525656,8.254327289,-3511.107406,3379,0,545,-11900,-11814,3,204,111,1075481,500,53:01.6,53:01.567
-378.745604,-107.6821052,-420.6690386,-622.9188279,-16.50981606,33.06315256,-34.76341684,-3551.965316,3379,0,545,-11900,-11814,3,204,111,1075482,500,53:01.6,53:01.567
-457.0585122,-116.2120174,-286.4999864,-445.0035967,-164.583325,-116.3485061,-113.9313045,-3669.423741,3379,0,545,-11900,-11814,3,204,111,1075483,500,53:01.6,53:01.567
-496.1437046,-96.08738836,-107.142093,176.830333,-308.0743463,-315.5166224,-198.0169939,-3745.952232,3379,0,545,-11900,-11814,3,204,111,1075484,500,53:01.6,53:01.567
-538.6678446,-127.2458743,-80.83769811,277.818623,-289.2283071,-308.9919817,-227.3479014,-3784.652216,3379,0,545,-11900,-11814,3,204,111,1075485,500,53:01.6,53:01.567
-511.9535869,-133.2462274,-227.3776576,-65.13141381,-161.8176434,-210.1471794,-233.2388229,-3780.071996,3379,0,583,-11893,-11806,-18,214,42,1075486,500,53:01.6,53:01.567
-458.2373394,-89.07330459,-267.439865,-299.8213527,-48.60625246,-17.6733756,-144.1141407,-3700.591617,3379,0,583,-11893,-11806,-18,214,42,1075487,500,53:01.6,53:01.567
-454.8201851,-33.43642748,-49.20603991,169.7181789,-58.71134281,-33.32185431,-169.8366895,-3720.183686,3379,0,583,-11893,-11806,-18,214,42,1075488,500,53:01.6,53:01.568
-645.1351494,-268.0876636,-380.4276752,-127.1941453,-214.6360976,-105.1792608,-335.2927991,-3895.38041,3379,0,583,-11893,-11806,-18,214,42,1075489,500,53:01.6,53:01.569
-723.3499915,-373.0210189,-573.4181385,-539.3970657,-383.7682318,-217.673966,-367.8228713,-3942.350555,3379,0,583,-11893,-11806,-18,214,42,1075490,500,53:01.6,53:01.569
-683.4949468,-254.0024203,-269.3756536,-24.40369342,-343.2190272,-305.8378346,-315.2258682,-3863.928727,3379,0,583,-11893,-11806,-18,214,42,1075491,500,53:01.6,53:01.569
-687.0472107,-173.5172869,-56.5929905,246.7665777,-225.3106822,-235.399618,-317.5195937,-3866.356843,3379,0,583,-11893,-11806,-18,214,42,1075492,500,53:01.6,53:01.569
-608.6185481,-222.2585417,-589.3960439,-791.2979915,-119.4079335,-32.04820953,-214.1013417,-3729.027845,3379,0,583,-11893,-11806,-18,214,42,1075493,500,53:01.6,53:01.569
-768.9512105,-390.5871243,-815.9558071,-959.7282238,-239.6926692,-185.4102923,-331.2188467,-3870.920492,3379,0,583,-11893,-11806,-18,214,42,1075494,500,53:01.6,53:01.569
-741.6772803,-299.8902165,-519.2162805,-452.8959113,-301.4231236,-301.7231626,-324.961965,-3876.887726,3379,0,583,-11893,-11806,-18,214,42,1075495,500,53:01.6,53:01.569
-720.8327825,-239.7188687,-353.4921623,-136.1333807,-260.3600921,-356.212921,-322.7570214,-3865.676673,3379,0,569,-11903,-11782,-92,165,36,1075496,500,53:01.6,53:01.570
-635.0869308,-158.8480671,-254.8362969,-28.96155489,-166.936111,-350.8935398,-220.6888714,-3785.040075,3379,0,569,-11903,-11782,-92,165,36,1075497,500,53:01.6,53:01.570
-454.2048236,11.5006457,-26.59524403,129.8019831,17.76790398,-119.4468786,8.27234826,-3618.757943,3379,0,569,-11903,-11782,-92,165,36,1075498,500,53:01.6,53:01.570
-574.1792735,-177.6849069,-368.6058215,-583.7435008,-168.1088654,-112.6217812,-132.6103729,-3775.434835,3379,0,569,-11903,-11782,-92,165,36,1075499,500,53:01.6,53:01.570
-594.1290914,-220.444592,-449.0580249,-526.1650549,-104.2965688,-132.3311276,-214.8870226,-3836.622876,3379,0,569,-11903,-11782,-92,165,36,1075500,500,53:01.6,53:01.570
-638.6639546,-176.565263,-86.90582957,119.4655984,-97.22772743,-191.7332778,-290.2396726,-3901.445697,3379,0,569,-11903,-11782,-92,165,36,1075501,500,53:01.6,53:01.571
-621.8960411,-126.3915577,0.060649415,310.2141837,-184.4870643,-315.0391351,-305.3475299,-3926.907452,3379,0,569,-11903,-11782,-92,165,36,1075502,500,53:01.6,53:01.571
-496.0083337,-136.8958353,-276.2650132,-108.9558256,-130.0320723,-206.1419794,-166.7772185,-3767.610361,3379,0,569,-11903,-11782,-92,165,36,1075503,500,53:01.6,53:01.572
-482.5480687,-118.0294264,-138.2260539,-161.3534379,-149.7591743,-263.0444493,-150.918047,-3767.769003,3379,0,569,-11903,-11782,-92,165,36,1075504,500,53:01.6,53:01.572
-443.2718365,-106.8081514,-158.2651242,-174.9985394,-129.6744271,-186.7980236,-114.3115627,-3744.52393,3379,0,569,-11903,-11782,-92,165,36,1075505,500,53:01.6,53:01.572
-547.266038,-223.677283,-315.1891197,-197.7832365,-237.8172313,-251.0653102,-203.097944,-3873.624929,3379,0,550,-11897,-11761,-128,139,37,1075506,500,53:01.6,53:01.572
-579.1383732,-229.9864179,-174.5839865,61.21413716,-107.0765417,-216.544847,-268.2321129,-3948.579089,3379,0,550,-11897,-11761,-128,139,37,1075507,500,53:01.6,53:01.572
-363.6887491,-61.09140911,-179.2202952,-129.9519919,70.0476788,25.99504109,-43.50121545,-3711.186148,3379,0,550,-11897,-11761,-128,139,37,1075508,500,53:01.6,53:01.572
-561.8357395,-271.3545094,-467.4273343,-374.708715,-239.6671065,-263.7290102,-222.2411288,-3934.723715,3379,0,550,-11897,-11761,-128,139,37,1075509,500,53:01.6,53:01.573
-495.8141556,-201.124401,-296.6538407,-117.4497895,-235.0458132,-245.6249243,-211.6064781,-3919.404051,3379,0,550,-11897,-11761,-128,139,37,1075510,500,53:01.6,53:01.574
