CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp,Timestamp_real
-2313.986408,1281.390018,602.8492021,-3853.378466,218.602036,-1880.221888,468.3137917,1858.48294,3145,0,15049,-6028,-3622,171,5,-18,773857,500,37:09.0,37:08.990
-2342.254078,1215.501166,716.951271,-3356.054876,451.1392275,-2285.836708,440.1670305,1840.725713,3145,0,15049,-6028,-3622,171,5,-18,773858,500,37:09.0,37:08.990
-2270.931467,1263.918987,847.8237761,-2644.193571,744.3893876,-2664.155251,519.4988922,1863.481474,3145,0,14914,-5972,-3648,48,-155,-193,773859,500,37:09.0,37:08.990
-2235.098452,1289.884158,907.9936407,-1982.932257,836.1262799,-2945.647713,523.3882198,1812.971483,3145,0,14914,-5972,-3648,48,-155,-193,773860,500,37:09.0,37:08.990
-2095.722075,1412.79088,1005.734428,-1266.185788,948.8273303,-3230.166641,560.3524404,1876.495017,3145,0,14914,-5972,-3648,48,-155,-193,773861,500,37:09.0,37:08.990
-2215.967889,1155.850257,837.0468332,-918.6737576,900.3938779,-3334.633128,346.2357428,1745.452253,3145,0,14914,-5972,-3648,48,-155,-193,773862,500,37:09.0,37:08.990
-2270.709465,1001.83253,682.0467185,-641.0161939,849.2233213,-2960.320909,363.1866573,1751.841099,3145,0,14914,-5972,-3648,48,-155,-193,773863,500,37:09.0,37:08.990
-2215.270917,1041.619208,746.47021,-294.5838218,737.3691611,-2726.293199,485.2839589,1787.083505,3145,0,14914,-5972,-3648,48,-155,-193,773864,500,37:09.0,37:08.990
-1871.484807,1312.781565,736.2587283,53.33943268,693.118385,-2446.671859,616.594048,1954.690014,3145,0,14914,-5972,-3648,48,-155,-193,773865,500,37:09.0,37:08.990
-1871.618091,1408.840922,705.7616055,115.647819,564.5351067,-2335.236988,562.2116446,1839.780281,3145,0,14914,-5972,-3648,48,-155,-193,773866,500,37:09.0,37:08.990
-1942.845608,1294.90326,429.1173825,-3.831477178,406.4450871,-2288.77232,532.6764913,1850.027457,3145,0,14914,-5972,-3648,48,-155,-193,773867,500,37:09.0,37:08.991
-1950.705398,1300.176169,238.627649,-209.6614337,178.2533748,-2672.027023,507.3713526,1893.904613,3145,0,14914,-5972,-3648,48,-155,-193,773868,500,37:09.0,37:08.992
