sep=;
CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;Vbat;Trigger;AccX;AccY;AccZ;GyX;GyY;GyZ;N;fs;Timestamp
238.170901843033;358.902647801663;229.373274333204;498.918538527015;899.918209564382;1014.33655466695;501.888168269497;326.579694811935;3259;0;-185;-7194;-14914;36;215;-18;315485;500;10:43:44.449398
399.563965655671;474.596466307386;248.679875058157;427.845122057142;727.188541003383;1046.83158307297;515.468986920787;454.283761124031;3259;0;-211;-7151;-14868;138;132;-2;315486;500;10:43:44.449502
565.937261902893;687.167159857724;236.939860017357;347.464530416838;462.50634921731;981.378528247585;733.653649704811;554.993173476182;3259;0;-211;-7151;-14868;138;132;-2;315487;500;10:43:44.449594
863.108881692278;1068.86337170344;599.929293890027;708.403818784932;421.007848782453;253.746656231401;935.123960773764;840.071309975057;3259;0;-211;-7151;-14868;138;132;-2;315488;500;10:43:44.449698
768.392630493025;1065.35258012233;558.81078786725;652.525374394162;40.6880698935722;-383.835661631329;576.476674138447;595.252486705593;3259;0;-211;-7151;-14868;138;132;-2;315489;500;10:43:44.449761
544.290579875701;974.285374733559;512.038050298375;635.097034526387;30.9002757292203;-244.405783804451;668.135793700353;547.63894268717;3259;0;-211;-7151;-14868;138;132;-2;315490;500;10:43:44.449808
107.162705266878;940.054960644394;567.627806648323;637.245986714074;109.071372574682;-218.227852617606;408.90921304463;312.148053819537;3259;0;-211;-7151;-14868;138;132;-2;315491;500;10:43:44.449853
-533.915203467003;549.115367544335;301.133357041081;232.206256258772;212.297964291443;396.331805509059;170.43299888977;10.0927133520766;3259;0;-211;-7151;-14868;138;132;-2;315492;500;10:43:44.449902
-263.154247570127;413.00994239984;128.908277726547;100.482083550471;326.987659399907;720.142682630542;28.4276083713067;-155.169342138905;3259;0;-211;-7151;-14868;138;132;-2;315493;500;10:43:44.449951
-334.844011782546;312.080405196592;222.930678500209;335.317238379259;526.862729352827;901.259001978026;113.603149549959;-208.815380851981;3259;0;-211;-7151;-14868;138;132;-2;315494;500;10:43:44.449998
42.2407583804043;170.223217632832;171.995751517914;267.198652245095;344.284443778183;321.111537995979;265.119838213713;-20.38803529659;3259;0;-211;-7151;-14868;138;132;-2;315495;500;10:43:44.450046
