CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp,Timestamp_real
-192.0259932,-145.6501128,-117.1132085,-280.7477853,-333.4923221,-205.0226876,-216.5830367,-165.0700272,3337,0,3539,-6353,-15053,-247,184,23,1524966,500,08:00.6,08:00.613
-176.7844738,-123.6730077,-57.58249587,-143.6861264,-160.5024511,-93.86549868,-147.7813586,-131.4473442,3337,0,3539,-6353,-15053,-247,184,23,1524967,500,08:00.6,08:00.613
-84.71926399,-75.72426264,-31.28167474,-14.50503878,-5.410769929,18.740324,-37.22848434,-43.39971035,3337,0,3539,-6353,-15053,-247,184,23,1524968,500,08:00.6,08:00.614
-114.0964562,-114.6668214,-116.3209697,-158.9998638,-130.6089115,-43.60953239,-67.09942945,-58.89384593,3337,0,3539,-6353,-15053,-247,184,23,1524969,500,08:00.6,08:00.614
-107.4364137,-110.7926053,-151.0830097,-261.0148348,-320.4393528,-126.5688083,-51.83637021,-41.95235741,3337,0,3539,-6353,-15053,-247,184,23,1524970,500,08:00.6,08:00.614
-153.7943522,-189.2467575,-241.4729252,-380.7334819,-437.2978639,-175.439145,-74.03748086,-67.40478937,3337,0,3539,-6353,-15053,-247,184,23,1524971,500,08:00.6,08:00.614
-200.3432702,-209.1752238,-267.6099261,-410.5813451,-503.5919693,-273.846928,-96.70290858,-90.3189273,3337,0,3539,-6353,-15053,-247,184,23,1524972,500,08:00.6,08:00.614
-189.4148411,-168.4875799,-147.3733715,-214.3270101,-349.2311478,-245.6133199,-120.8367018,-97.05255368,3337,0,3539,-6353,-15053,-247,184,23,1524973,500,08:00.6,08:00.614
-120.2767234,-78.55035224,-10.25634729,23.50729315,-39.37673784,-152.8563037,-145.8764522,-101.4784027,3337,0,3539,-6353,-15053,-247,184,23,1524974,500,08:00.6,08:00.614
-182.666176,-170.5930143,-107.13771,-25.5472918,-7.971620567,-96.78159934,-180.0376368,-164.7187578,3337,0,3539,-6353,-15053,-247,184,23,1524975,500,08:00.6,08:00.614
-172.9652088,-160.8938365,-137.6167163,-181.0791173,-220.018023,-223.0933381,-186.5351963,-148.1177652,3337,0,3578,-6361,-15108,-210,190,21,1524976,500,08:00.6,08:00.614
-215.6125459,-202.4994659,-147.0545829,-193.1291935,-267.9242195,-288.3537558,-217.9363762,-185.7678506,3337,0,3578,-6361,-15108,-210,190,21,1524977,500,08:00.6,08:00.614
-124.8622432,-93.33838019,-2.92659756,1.659897362,-93.40022969,-247.0460595,-133.8095256,-97.75720901,3337,0,3578,-6361,-15108,-210,190,21,1524978,500,08:00.6,08:00.614
-263.2265908,-176.6534998,-13.17702313,101.8759313,126.9470523,-198.7227235,-250.2774242,-241.6125349,3337,0,3578,-6361,-15108,-210,190,21,1524979,500,08:00.6,08:00.614
-200.689428,-117.0205977,-1.66378043,34.12064422,95.14620556,-152.2171811,-241.945765,-194.8796802,3337,0,3578,-6361,-15108,-210,190,21,1524980,500,08:00.6,08:00.614
-193.7403291,-126.1636709,-9.75498328,-13.17134141,19.57773211,-54.34302697,-201.6800298,-179.1553309,3337,0,3578,-6361,-15108,-210,190,21,1524981,500,08:00.6,08:00.614
-266.1927992,-207.0566649,-80.30922961,29.96039941,22.5579836,17.78150834,-189.0299712,-223.1477539,3337,0,3578,-6361,-15108,-210,190,21,1524982,500,08:00.6,08:00.615
-184.9190698,-138.1519444,-54.67654125,-36.61086769,-81.12870254,-94.18732306,-150.4167114,-132.0311986,3337,0,3578,-6361,-15108,-210,190,21,1524983,500,08:00.6,08:00.615
-246.4857695,-198.6265029,-128.5095838,-94.69861972,-60.90184498,-44.42151861,-168.33081,-179.1784939,3337,0,3578,-6361,-15108,-210,190,21,1524984,500,08:00.6,08:00.615
-192.985807,-120.8941234,-35.8761267,-48.70183611,-51.8703612,-29.54040603,-147.5878571,-141.3087597,3337,0,3578,-6361,-15108,-210,190,21,1524985,500,08:00.6,08:00.615
-169.1734946,-84.541842,24.49156387,-54.91926178,-83.13251697,-41.54488697,-146.5385997,-136.4416003,3337,0,3595,-6360,-15132,-148,168,57,1524986,500,08:00.6,08:00.615
-126.8699675,-65.62821702,-2.5091353,-43.11832187,-68.52394676,-1.764467742,-104.7874171,-84.99980496,3337,0,3595,-6360,-15132,-148,168,57,1524987,500,08:00.6,08:00.616
-101.9623768,-67.49539349,-15.38266322,7.377844947,35.02539069,68.81104398,-53.51570911,-57.20784783,3337,0,3595,-6360,-15132,-148,168,57,1524988,500,08:00.6,08:00.616
-230.0106983,-169.2075661,-62.63970644,-33.36988728,-63.45925284,-64.02894756,-180.5558695,-190.7793204,3337,0,3595,-6360,-15132,-148,168,57,1524989,500,08:00.6,08:00.616
-146.6831597,-92.08485589,-39.82533661,-116.0113206,-204.3453839,-206.3186537,-141.4398393,-111.6635188,3337,0,3595,-6360,-15132,-148,168,57,1524990,500,08:00.6,08:00.616
-127.4298265,-96.5776023,-68.49811911,-201.7586616,-255.5541281,-287.4112348,-120.7030242,-72.09167464,3337,0,3595,-6360,-15132,-148,168,57,1524991,500,08:00.6,08:00.616
-149.9835159,-104.699927,-75.81043484,-167.4649115,-214.6444402,-262.3041142,-136.4394726,-107.8931323,3337,0,3595,-6360,-15132,-148,168,57,1524992,500,08:00.6,08:00.616
-120.3346223,-73.69407125,-22.73702692,-116.0349355,-192.108429,-250.5663328,-127.2523576,-84.43635284,3337,0,3595,-6360,-15132,-148,168,57,1524993,500,08:00.6,08:00.616
